84,30,98,30,98,40,84,40
136,26,169,26,169,40,136,40
168,29,214,27,215,41,169,43
;60,45,82,45,82,52,60,52
86,48,116,48,116,57,86,57
122,48,144,48,144,61,122,61
146,46,177,46,177,60,146,60
177,48,197,48,197,60,177,60
200,47,247,48,246,61,199,59
248,53,266,53,266,62,248,62
;86,58,130,61,129,73,86,70
130,64,138,64,138,74,130,74
140,61,192,61,192,73,140,73
192,61,208,61,208,74,192,74
205,61,225,61,225,74,205,74
226,60,266,63,265,77,225,74
;86,76,105,76,105,85,86,85
106,77,121,77,121,86,106,86
122,75,170,74,170,86,122,88
168,77,219,75,220,87,169,89
226,77,261,77,261,89,226,89
;85,86,101,86,101,98,85,98
102,90,120,90,120,100,102,100
121,86,146,86,146,100,121,100
146,89,198,89,198,101,146,101
201,93,216,93,216,102,201,102
217,88,257,90,257,104,216,102
;98,100,112,100,112,113,98,113
117,105,154,105,154,116,117,116
157,101,197,103,197,117,156,114
204,104,220,104,220,116,204,116
222,108,265,108,265,118,222,118
;84,114,109,114,109,128,84,128
112,117,137,119,137,129,111,127
145,120,157,120,157,129,145,129
158,120,188,120,188,129,158,129
189,121,218,121,218,130,189,130
220,122,228,122,228,130,220,130
229,118,241,118,241,130,229,130
244,121,265,121,265,132,244,132
;82,130,108,130,108,141,82,141
;100,144,109,144,109,154,100,154
116,148,136,148,136,156,116,156
136,144,158,144,158,157,136,157
161,145,194,145,194,157,161,157
197,144,242,149,240,163,196,158
244,150,265,150,265,160,244,160
;81,155,115,157,114,171,80,169
114,160,129,160,129,170,114,170
130,160,142,160,142,170,130,170
144,161,182,161,182,170,144,170
185,158,214,160,213,173,184,171
213,160,264,157,265,173,214,176
;82,174,104,174,104,184,82,184
104,172,121,172,121,184,104,184
124,174,158,174,158,185,124,185
;96,185,132,185,132,198,96,198
133,189,140,189,140,198,133,198
141,190,172,190,172,200,141,200
172,186,216,186,216,200,172,200
221,190,244,190,244,204,221,204
244,189,260,189,260,201,244,201
;81,198,109,198,109,212,81,212
110,204,118,204,118,214,110,214
118,201,169,201,169,214,118,214
170,205,177,205,177,213,170,213
181,204,206,204,206,214,181,214
212,205,262,205,262,216,212,216
;82,214,106,214,106,226,82,226
108,218,114,218,114,228,108,228
114,212,196,214,195,231,114,229
196,216,208,216,208,228,196,228
206,216,222,216,222,229,206,229
221,217,237,217,237,229,221,229
238,221,262,221,262,230,238,230
;81,228,96,228,96,240,81,240
97,228,140,229,139,241,97,239
;93,241,146,241,146,254,93,254
160,242,217,242,217,256,160,256
220,244,236,244,236,257,220,257
237,248,257,248,257,260,237,260
;80,258,98,258,98,268,80,268
96,256,126,256,126,269,96,269
129,260,149,260,149,272,129,272
152,257,174,257,174,269,152,269
180,258,253,258,253,272,180,272
254,264,261,264,261,272,254,272
;78,272,101,272,101,284,78,284
101,270,120,270,120,282,101,282
120,273,142,273,142,285,120,285
141,272,157,272,157,284,141,284
158,272,194,272,194,286,158,286
201,276,213,276,213,284,201,284
214,276,260,276,260,286,214,286
;89,284,126,284,126,297,89,297
130,285,153,285,153,297,130,297
156,285,172,285,172,298,156,298
175,284,227,289,226,304,173,299
236,289,256,289,256,302,236,302
;80,300,113,300,113,314,80,314
113,302,121,302,121,312,113,312
122,298,140,298,140,312,122,312
140,301,161,301,161,313,140,313
161,298,174,298,174,312,161,312
173,298,220,302,219,316,172,312
;93,312,109,312,109,325,93,325
110,316,167,314,168,325,110,328
173,313,185,313,185,326,173,326
185,316,206,316,206,329,185,329
208,314,258,314,258,328,208,328
;77,328,114,328,114,341,77,341
114,326,130,326,130,340,114,340
129,326,148,326,148,340,129,340
148,328,181,328,181,340,148,340
182,332,190,332,190,340,182,340
190,329,206,329,206,340,190,340
210,328,259,331,258,343,210,340
;77,342,89,342,89,354,77,354
89,341,140,341,140,354,89,354
140,344,165,344,165,357,140,357
163,343,195,339,197,354,165,358
198,346,217,346,217,357,198,357
217,342,233,342,233,354,217,354
234,342,254,342,254,354,234,354
;77,356,125,356,125,369,77,369
;92,369,148,369,148,382,92,382
149,370,162,370,162,382,149,382
166,370,213,370,213,382,166,382
218,374,241,374,241,384,218,384
245,370,257,370,257,384,245,384
;234,392,256,392,256,404,234,404
;
