81,37,113,37,113,50,81,50
112,38,158,35,159,49,113,52
;30,60,71,57,72,69,30,71
76,58,119,56,120,67,77,69
121,57,158,57,158,68,121,68
141,57,177,57,177,81,141,81
172,56,188,56,188,66,172,66
190,57,206,57,206,66,190,66
;28,74,50,72,51,86,29,88
51,71,135,69,136,82,52,84
180,70,208,70,208,81,180,81
;30,89,53,89,53,97,30,97
52,85,105,82,105,95,53,98
105,84,121,84,121,96,105,96
120,82,137,82,137,96,120,96
138,82,205,82,205,98,138,98
205,86,212,86,212,97,205,97
;29,100,49,100,49,112,29,112
49,100,61,100,61,112,49,112
61,98,89,98,89,110,61,110
89,98,128,98,128,112,89,112
130,100,168,100,168,109,130,109
168,97,184,97,184,109,168,109
184,98,212,98,212,112,184,112
;30,117,46,117,46,125,30,125
48,114,64,114,64,125,48,125
69,116,105,116,105,128,69,128
109,112,125,112,125,124,109,124
128,112,156,112,156,124,128,124
158,112,210,111,210,122,158,124
;30,129,111,125,112,138,30,142
115,129,179,127,180,138,116,140
181,125,198,125,198,137,181,137
;32,145,54,145,54,153,32,153
53,141,74,141,74,153,53,153
76,142,109,142,109,153,76,153
116,144,137,144,137,154,116,154
137,138,169,138,169,152,137,152
169,138,181,138,181,150,169,150
181,138,214,138,214,150,181,150
;29,154,65,154,65,168,29,168
67,155,99,153,100,166,68,168
105,157,129,157,129,168,105,168
133,153,173,153,173,165,133,165
176,156,214,156,214,166,176,166
;32,173,53,173,53,181,32,181
54,168,89,168,89,181,54,181
92,172,102,172,102,181,92,181
104,169,116,169,116,181,104,181
117,170,150,170,150,184,117,184
158,170,189,170,189,180,158,180
189,166,214,166,214,178,189,178
;30,182,70,182,70,196,30,196
73,186,85,186,85,196,73,196
85,182,101,182,101,194,85,194
101,182,113,182,113,194,101,194
113,184,171,179,172,194,114,199
173,180,193,180,193,193,173,193
196,182,210,182,210,196,196,196
;33,201,50,201,50,210,33,210
52,196,93,196,93,209,52,209
100,198,122,198,122,212,100,212
126,197,134,197,134,208,126,208
137,200,157,200,157,208,137,208
158,198,178,198,178,208,158,208
180,198,213,198,213,208,180,208
;32,212,52,212,52,224,32,224
53,213,78,213,78,224,53,224
80,214,93,214,93,224,80,224
94,212,106,212,106,222,94,222
105,209,154,209,154,222,105,222
154,209,166,209,166,221,154,221
168,210,196,210,196,221,168,221
197,212,212,212,212,221,197,221
;33,225,46,225,46,237,33,237
48,225,60,225,60,237,48,237
62,226,86,226,86,237,62,237
106,225,120,225,120,237,106,237
124,226,145,226,145,238,124,238
148,225,192,226,191,239,147,238
194,226,212,226,212,234,194,234
;34,242,54,242,54,252,34,252
62,242,74,242,74,252,62,252
74,238,86,238,86,252,74,252
86,240,124,240,124,250,86,250
127,242,149,240,150,251,128,253
153,241,209,239,209,249,153,251
;35,255,71,253,72,265,36,266
80,254,106,254,106,268,80,268
109,253,126,253,126,264,109,264
130,254,162,254,162,264,130,264
164,253,186,253,186,265,164,265
186,250,206,250,206,264,186,264
205,250,217,250,217,262,205,262
;36,268,73,268,73,278,36,278
78,269,110,269,110,278,78,278
116,266,153,266,153,278,116,278
155,269,199,265,200,277,156,280
205,264,218,264,218,277,205,277
;36,284,60,284,60,293,36,293
61,285,73,285,73,293,61,293
75,284,113,282,113,292,76,294
120,280,145,280,145,292,120,292
148,282,166,282,166,292,148,292
167,283,202,278,203,292,169,296
;36,298,58,298,58,306,36,306
58,298,72,298,72,308,58,308
72,295,121,292,121,306,73,309
122,293,164,293,164,306,122,306
173,297,194,297,194,308,173,308
194,292,218,292,218,305,194,305
;36,310,56,310,56,322,36,322
56,308,77,308,77,321,56,321
79,310,138,309,138,320,80,321
141,308,153,308,153,320,141,320
156,306,220,306,220,321,156,321
;36,322,49,322,49,334,36,334
48,324,73,324,73,334,48,334
76,321,118,321,118,334,76,334
117,324,154,319,155,333,118,338
153,321,173,321,173,333,153,333
176,323,213,320,214,334,177,337
213,324,220,324,220,332,213,332
;36,340,41,340,41,348,36,348
45,337,104,337,104,348,45,348
104,337,116,337,116,348,104,348
117,336,141,336,141,348,117,348
146,337,189,337,189,349,146,349
190,338,206,338,206,346,190,346
206,334,221,334,221,346,206,346
;36,350,89,350,89,366,36,366
102,354,122,354,122,365,102,365
125,349,165,349,165,362,125,362
170,353,184,353,184,362,170,362
186,349,221,349,221,361,186,361
;36,364,64,364,64,377,36,377
65,368,89,368,89,377,65,377
90,365,137,365,137,377,90,377
145,366,158,366,158,377,145,377
159,368,191,366,192,375,160,377
193,366,221,366,221,376,193,376
;36,379,77,378,77,390,37,392
76,380,89,380,89,390,76,390
89,378,145,378,145,392,89,392
156,377,169,377,169,390,156,390
169,381,217,379,217,390,169,391
;132,398,150,398,150,409,132,409
198,396,222,396,222,408,198,408
;
