72,33,104,33,104,46,72,46
105,33,150,33,150,48,105,48
193,36,205,36,205,45,193,45
;21,53,54,53,54,66,21,66
53,53,69,53,69,65,53,65
70,56,90,56,90,65,70,65
92,50,140,50,140,66,92,66
140,53,165,53,165,65,140,65
165,50,205,50,205,64,165,64
;22,68,38,68,38,80,22,80
38,68,52,68,52,80,38,80
52,69,103,63,105,77,53,82
109,64,124,64,124,77,109,77
128,68,164,68,164,77,128,77
168,65,193,65,193,77,168,77
196,65,206,65,206,77,196,77
;22,81,65,81,65,94,22,94
65,80,81,80,81,93,65,93
81,80,94,80,94,92,81,92
96,82,101,82,101,90,96,90
102,82,128,82,128,93,102,93
130,78,169,78,169,90,130,90
174,80,206,80,206,90,174,90
209,82,230,82,230,92,209,92
232,82,246,82,246,90,232,90
;24,97,44,97,44,108,24,108
49,94,62,94,62,108,49,108
59,96,87,92,89,107,62,111
88,94,114,94,114,106,88,106
114,93,137,93,137,106,114,106
137,93,190,93,190,106,137,106
188,92,208,92,208,105,188,105
;25,110,73,104,75,121,27,126
74,109,90,109,90,121,74,121
92,109,110,109,110,120,92,120
110,106,161,106,161,120,110,120
161,106,208,106,208,120,161,120
;24,128,45,128,45,137,24,137
46,124,89,123,89,134,46,136
90,122,124,122,124,134,90,134
123,122,170,120,171,133,124,135
170,121,182,121,182,133,170,133
182,120,208,120,208,133,182,133
;22,140,68,135,70,148,24,153
68,137,116,133,118,151,69,155
118,134,150,134,150,148,118,148
150,134,172,134,172,148,150,148
173,138,206,138,206,148,173,148
213,139,244,141,243,150,212,147
;24,152,42,152,42,165,24,165
44,152,58,152,58,164,44,164
59,152,126,147,127,162,60,167
129,149,181,149,181,164,129,164
188,152,208,152,208,165,188,165
213,150,233,150,233,160,213,160
;25,169,40,169,40,178,25,178
41,168,86,163,87,177,42,182
89,165,132,165,132,177,89,177
144,162,184,162,184,177,144,177
186,166,208,166,208,178,186,178
;24,180,45,180,45,193,24,193
59,179,129,179,129,191,59,191
145,180,185,180,185,193,145,193
186,181,209,181,209,190,186,190
;25,194,76,194,76,206,25,206
74,193,86,193,86,205,74,205
89,193,113,193,113,206,89,206
116,196,129,196,129,205,116,205
129,192,162,192,162,205,129,205
164,193,209,193,209,204,164,204
;32,208,46,208,46,220,32,220
48,206,94,206,94,221,48,221
101,209,130,209,130,218,101,218
132,208,154,208,154,218,132,218
154,206,168,206,168,218,154,218
166,206,185,206,185,218,166,218
182,208,209,208,209,222,182,222
;25,221,54,221,54,234,25,234
54,221,105,221,105,249,54,249
98,222,125,222,125,236,98,236
124,220,161,220,161,233,124,233
160,222,174,222,174,234,160,234
177,221,209,221,209,233,177,233
;26,239,58,238,59,247,26,249
61,236,74,236,74,248,61,248
104,236,162,233,163,249,105,251
180,237,210,237,210,246,180,246
;24,251,67,247,68,261,25,265
67,249,178,247,179,273,68,274
178,248,190,248,190,261,178,261
189,249,210,247,211,259,190,261
;26,268,38,268,38,277,26,277
38,265,76,265,76,276,38,276
93,262,140,262,140,276,93,276
144,266,165,266,165,276,144,276
164,265,193,265,193,276,164,276
201,264,212,264,212,276,201,276
;25,280,49,280,49,292,25,292
54,278,66,278,66,290,54,290
69,277,98,277,98,289,69,289
100,277,137,277,137,292,100,292
141,281,152,281,152,289,141,289
157,277,186,277,186,289,157,289
191,281,211,279,212,290,192,292
;26,292,62,292,62,304,26,304
65,290,89,290,89,302,65,302
88,290,136,290,136,304,88,304
144,290,166,290,166,304,144,304
168,290,212,290,212,304,168,304
;28,309,48,309,48,318,28,318
52,306,60,306,60,317,52,317
60,306,102,306,102,317,60,317
101,305,114,305,114,317,101,317
117,306,140,306,140,317,117,317
154,305,213,305,213,318,154,318
216,314,246,314,246,324,216,324
222,306,246,306,246,313,222,313
;28,318,70,321,68,336,27,333
76,321,98,321,98,333,76,333
98,318,110,318,110,332,98,332
110,318,150,318,150,332,110,332
153,324,160,324,160,332,153,332
162,321,196,321,196,332,162,332
197,321,212,321,212,332,197,332
;29,337,49,337,49,346,29,346
59,335,103,334,104,345,60,346
105,333,157,333,157,345,105,345
161,337,176,337,176,346,161,346
176,333,196,333,196,346,176,346
196,332,212,332,212,346,196,346
;29,352,46,352,46,360,29,360
46,348,113,348,113,362,46,362
120,346,132,346,132,360,120,360
132,348,172,348,172,360,132,360
174,349,205,349,205,360,174,360
205,352,213,352,213,360,205,360
;29,362,46,362,46,374,29,374
52,362,92,365,91,377,51,373
105,360,156,363,155,375,104,373
160,365,178,365,178,374,160,374
182,363,212,359,214,373,184,376
;26,376,61,376,61,388,26,388
65,378,104,378,104,389,65,389
106,376,122,376,122,388,106,388
126,377,164,377,164,388,126,388
176,380,185,380,185,388,176,388
190,378,213,378,213,392,190,392
;193,396,216,396,216,408,193,408
;
