70,30,102,30,102,44,70,44
102,29,149,29,149,44,102,44
;20,53,33,53,33,61,20,61
33,50,65,50,65,62,33,62
65,53,82,51,83,61,66,63
85,50,130,50,130,61,85,61
132,53,183,49,184,59,133,63
185,49,201,49,201,61,185,61
;20,65,37,65,37,76,20,76
37,64,73,64,73,77,37,77
80,65,102,65,102,78,80,78
102,62,133,62,133,76,102,76
133,64,149,64,149,77,133,77
150,64,169,64,169,74,150,74
168,62,198,62,198,76,168,76
;36,82,50,82,50,90,36,90
52,81,89,81,89,90,52,90
89,76,145,76,145,89,89,89
148,76,170,76,170,89,148,89
169,76,201,76,201,89,169,89
;19,91,55,90,56,105,20,106
56,92,76,92,76,104,56,104
76,90,122,90,122,104,76,104
124,94,154,94,154,104,124,104
156,90,181,90,181,102,156,102
182,90,202,90,202,102,182,102
;20,105,36,105,36,118,20,118
36,105,77,105,77,118,36,118
85,108,128,103,130,117,87,122
129,108,157,108,157,117,129,117
158,104,174,104,174,117,158,117
173,104,204,104,204,117,173,117
;18,120,30,120,30,132,18,132
30,120,62,120,62,133,30,133
64,120,80,120,80,132,64,132
78,118,97,118,97,132,78,132
96,118,121,118,121,133,96,133
121,118,140,118,140,132,121,132
141,118,161,118,161,130,141,130
158,121,203,116,204,130,160,135
;20,133,57,133,57,146,20,146
58,134,104,134,104,146,58,146
105,136,128,136,128,149,105,149
128,137,202,132,203,145,129,150
;18,148,32,148,32,161,18,161
33,146,62,150,60,164,31,160
66,148,114,148,114,161,66,161
121,149,129,149,129,160,121,160
129,146,158,146,158,160,129,160
164,149,189,149,189,160,164,160
190,150,204,150,204,158,190,158
;20,161,129,161,129,176,20,176
130,165,152,165,152,174,130,174
150,161,203,159,204,174,150,176
;21,176,49,176,49,189,21,189
48,178,81,175,82,188,49,191
84,176,128,176,128,189,84,189
129,178,134,178,134,188,129,188
138,174,170,174,170,188,138,188
172,174,200,174,200,188,172,188
209,181,230,181,230,190,209,190
230,181,244,181,244,189,230,189
;20,189,49,189,49,202,20,202
50,192,76,192,76,202,50,202
76,189,130,189,130,202,76,202
132,193,146,193,146,202,132,202
148,189,166,189,166,202,148,202
166,192,205,192,205,204,166,204
222,190,240,190,240,198,222,198
;20,204,36,204,36,217,20,217
37,205,49,205,49,216,37,216
50,205,82,205,82,217,50,217
84,206,97,206,97,217,84,217
100,206,122,206,122,218,100,218
124,206,146,206,146,216,124,216
146,204,162,204,162,216,146,216
162,204,180,204,180,216,162,216
189,208,200,208,200,214,189,214
213,201,229,201,229,209,213,209
;21,220,45,220,45,230,21,230
44,218,89,218,89,232,44,232
94,222,109,222,109,230,94,230
112,217,140,217,140,230,112,230
141,217,157,217,157,229,141,229
160,221,201,221,201,230,160,230
;21,234,44,234,44,245,21,245
44,232,60,232,60,245,44,245
58,232,72,232,72,245,58,245
77,232,132,232,132,248,77,248
134,233,149,233,149,244,134,244
148,234,202,230,203,243,149,248
;20,249,43,247,44,260,21,262
46,247,84,250,83,262,45,258
88,246,125,246,125,261,88,261
125,248,141,248,141,258,125,258
142,249,162,249,162,258,142,258
170,245,186,245,186,258,170,258
188,246,205,246,205,258,188,258
;21,260,82,259,82,274,21,276
94,262,134,262,134,273,94,273
134,262,154,262,154,274,134,274
157,264,188,264,188,273,157,273
;22,276,50,276,50,286,22,286
54,274,112,276,111,288,54,286
113,277,144,277,144,286,113,286
144,274,169,274,169,286,144,286
170,273,205,273,205,286,170,286
206,282,230,284,229,293,206,291
;24,288,61,290,61,301,23,299
63,292,106,290,107,303,64,304
109,292,114,292,114,300,109,300
116,288,158,288,158,304,116,304
160,286,185,286,185,301,160,301
186,292,204,292,204,301,186,301
232,284,244,284,244,293,232,293
;22,305,38,305,38,314,22,314
40,304,56,304,56,314,40,314
57,304,88,304,88,314,57,314
86,301,141,300,141,315,86,317
141,301,204,301,204,317,141,317
213,297,229,295,230,302,214,304
;21,314,48,314,48,328,21,328
48,316,73,316,73,328,48,328
74,320,94,320,94,329,74,329
94,316,108,316,108,328,94,328
109,320,132,320,132,329,109,329
132,320,169,318,169,330,133,332
170,316,204,316,204,329,170,329
;22,333,40,333,40,341,22,341
45,330,76,330,76,342,45,342
80,330,96,330,96,342,80,342
97,331,142,328,143,342,98,345
149,333,169,333,169,342,149,342
166,330,204,330,204,346,166,346
;24,344,76,346,75,357,23,355
76,344,100,344,100,357,76,357
102,348,129,348,129,357,102,357
131,347,182,344,183,355,132,359
184,344,204,344,204,357,184,357
208,346,240,346,240,356,208,356
;22,356,76,360,75,376,21,372
80,357,146,357,146,370,80,370
146,358,158,358,158,370,146,370
162,362,186,362,186,370,162,370
186,362,204,362,204,372,186,372
206,365,228,367,227,376,206,374
218,357,245,357,245,366,218,366
;22,373,34,373,34,382,22,382
40,373,78,373,78,384,40,384
91,375,137,372,137,383,92,386
140,373,158,373,158,384,140,384
161,376,185,376,185,385,161,385
188,376,200,376,200,385,188,385
228,369,234,369,234,374,228,374
;178,396,206,396,206,404,178,404
;
