73,30,105,30,105,42,73,42
103,31,148,28,149,42,104,45
;34,52,73,52,73,64,34,64
73,50,93,50,93,62,73,62
92,49,130,48,131,61,93,62
130,48,201,50,201,64,130,62
;18,66,36,66,36,78,18,78
34,68,64,68,64,81,34,81
63,66,118,62,119,76,64,80
118,66,130,66,130,76,118,76
130,62,144,62,144,76,130,76
142,64,165,64,165,77,142,77
165,66,173,66,173,76,165,76
174,65,204,65,204,74,174,74
;21,84,36,84,36,92,21,92
37,83,95,78,96,90,38,95
100,82,108,82,108,93,100,93
108,77,121,77,121,90,108,90
120,79,160,76,162,90,121,94
159,80,202,76,203,89,160,93
;20,96,42,96,42,109,20,109
44,93,70,93,70,106,44,106
72,93,84,93,84,105,72,105
88,91,132,93,131,109,87,107
136,90,188,90,188,104,136,104
188,92,204,92,204,104,188,104
;20,109,37,109,37,120,20,120
40,112,61,112,61,122,40,122
61,106,106,106,106,120,61,120
116,109,148,109,148,118,116,118
146,105,160,105,160,118,146,118
165,109,185,109,185,118,165,118
189,109,204,109,204,117,189,117
;21,121,60,121,60,134,21,134
68,124,90,124,90,136,68,136
92,118,114,118,114,133,92,133
118,124,133,124,133,133,118,133
133,120,146,120,146,133,133,133
144,121,203,115,205,133,146,139
209,122,236,122,236,132,209,132
;21,136,58,136,58,148,21,148
60,137,90,137,90,150,60,150
90,134,106,134,106,146,90,146
104,133,122,133,122,146,104,146
124,133,156,133,156,146,124,146
160,136,173,136,173,145,160,145
173,133,201,133,201,145,173,145
;20,153,59,150,60,161,21,165
60,153,66,153,66,162,60,162
82,152,96,152,96,162,82,162
98,149,114,149,114,161,98,161
116,150,144,150,144,164,116,164
144,149,182,149,182,161,144,161
186,149,204,149,204,160,186,160
;21,164,64,164,64,176,21,176
66,164,82,164,82,176,66,176
84,166,102,166,102,176,84,176
106,164,130,164,130,176,106,176
133,162,169,162,169,174,133,174
174,165,205,165,205,174,174,174
;33,177,73,177,73,190,33,190
82,178,94,178,94,189,82,189
96,178,118,178,118,190,96,190
118,180,134,180,134,189,118,189
132,176,146,176,146,189,132,189
146,178,183,176,184,189,146,190
189,176,204,176,204,188,189,188
;22,196,53,196,53,205,22,205
52,192,66,192,66,204,52,204
66,190,93,190,93,204,66,204
97,192,112,192,112,204,97,204
114,191,205,190,205,202,114,204
;21,206,44,206,44,218,21,218
46,210,53,210,53,218,46,218
56,205,69,205,69,217,56,217
69,208,92,208,92,218,69,218
93,205,108,205,108,217,93,217
112,205,169,205,169,217,112,217
169,204,181,204,181,216,169,216
181,204,204,204,204,220,181,220
;22,224,37,224,37,233,22,233
38,222,61,222,61,234,38,234
64,220,76,220,76,232,64,232
77,220,94,220,94,232,77,232
96,220,110,220,110,232,96,232
110,220,126,220,126,232,110,232
129,218,165,218,165,234,129,234
164,218,180,218,180,230,164,230
184,222,205,222,205,232,184,232
;21,233,54,233,54,249,21,249
56,233,110,233,110,246,56,246
112,237,118,237,118,246,112,246
121,232,148,232,148,245,121,245
150,234,205,232,205,243,150,246
;20,248,38,248,38,260,20,260
37,248,93,248,93,262,37,262
94,250,125,250,125,260,94,260
126,249,204,249,204,261,126,261
;20,261,53,261,53,274,20,274
56,260,72,260,72,273,56,273
73,261,86,261,86,274,73,274
91,265,143,261,144,273,92,276
153,264,193,264,193,276,153,276
193,260,205,260,205,272,193,272
;22,277,80,277,80,288,22,288
84,278,105,278,105,290,84,290
108,278,129,278,129,288,108,288
129,274,161,274,161,288,129,288
164,277,176,277,176,286,164,286
178,277,205,277,205,290,178,290
;22,293,34,293,34,302,22,302
37,290,77,290,77,302,37,302
82,288,124,290,123,304,82,302
121,290,151,288,152,301,122,303
154,292,185,292,185,301,154,301
186,289,205,289,205,301,186,301
;22,304,56,304,56,316,22,316
57,304,102,304,102,316,57,316
102,304,120,304,120,316,102,316
122,302,169,302,169,316,122,316
169,302,189,302,189,314,169,314
188,302,202,302,202,314,188,314
;19,319,56,316,58,330,20,333
56,317,69,317,69,330,56,330
69,321,92,321,92,332,69,332
90,317,102,317,102,330,90,330
104,317,144,317,144,330,104,330
146,316,188,316,188,329,146,329
189,317,202,317,202,329,189,329
;21,336,34,336,34,345,21,345
34,333,46,333,46,345,34,345
48,332,93,332,93,344,48,344
96,331,150,333,150,349,95,347
150,333,174,333,174,346,150,346
174,336,182,336,182,342,174,342
181,333,204,333,204,344,181,344
210,333,241,333,241,342,210,342
;21,346,37,346,37,358,21,358
37,346,70,346,70,358,37,358
72,349,93,349,93,358,72,358
96,349,125,349,125,358,96,358
122,346,146,346,146,357,122,357
146,349,154,349,154,358,146,358
157,349,172,349,172,357,157,357
174,346,204,346,204,358,174,358
;22,361,37,361,37,372,22,372
38,360,78,360,78,373,38,373
77,360,105,360,105,373,77,373
105,364,113,364,113,373,105,373
116,361,125,361,125,373,116,373
126,360,138,360,138,373,126,373
138,358,177,358,177,372,138,372
178,364,185,364,185,372,178,372
186,362,204,362,204,372,186,372
;21,374,40,374,40,386,21,386
40,378,48,378,48,386,40,386
48,377,61,377,61,386,48,386
64,374,113,374,113,386,64,386
114,373,164,373,164,386,114,386
169,376,193,376,193,389,169,389
192,373,205,373,205,386,192,386
;185,393,206,396,204,407,184,405
;
