84,34,116,34,116,46,84,46
113,36,160,31,162,46,114,51
;30,54,44,54,44,68,30,68
44,56,79,51,81,66,46,71
82,53,116,53,116,65,82,65
118,53,134,53,134,65,118,65
138,56,153,56,153,65,138,65
153,52,204,52,204,65,153,65
;29,71,63,66,65,80,31,85
64,68,117,65,117,78,65,81
117,66,149,68,149,80,116,78
152,66,194,66,194,82,152,82
193,68,208,68,208,78,193,78
;31,86,66,84,67,94,32,96
68,81,128,85,127,97,67,93
;44,96,58,96,58,109,44,109
54,99,92,93,94,107,56,113
97,97,138,97,138,108,97,108
146,97,158,97,158,106,146,106
158,94,170,94,170,106,158,106
172,93,209,93,209,109,172,109
;30,112,56,112,56,124,30,124
57,114,72,114,72,122,57,122
71,112,94,110,95,122,72,124
94,109,112,109,112,121,94,121
113,110,142,110,142,125,113,125
146,110,158,110,158,120,146,120
162,107,212,110,211,123,162,119
;30,125,46,125,46,137,30,137
45,125,64,125,64,137,45,137
64,124,109,124,109,137,64,137
109,125,132,125,132,137,109,137
132,124,166,124,166,136,132,136
166,122,184,122,184,134,166,134
184,125,209,125,209,137,184,137
;30,138,74,138,74,152,30,152
74,140,100,140,100,153,74,153
101,141,116,141,116,149,101,149
116,138,156,134,158,148,117,152
158,138,209,138,209,148,158,148
;32,153,52,153,52,165,32,165
50,152,66,152,66,164,50,164
66,153,86,153,86,168,66,168
85,154,113,154,113,164,85,164
120,153,148,153,148,166,120,166
148,152,164,152,164,162,148,162
165,154,213,154,213,165,165,165
;32,169,44,169,44,178,32,178
44,169,66,169,66,181,44,181
68,170,89,170,89,178,68,178
90,167,167,165,168,177,90,179
166,169,173,169,173,177,166,177
176,168,197,168,197,177,176,177
197,164,214,164,214,177,197,177
;32,184,84,184,84,194,32,194
86,184,102,184,102,192,86,192
104,184,116,184,116,192,104,192
118,182,153,182,153,192,118,192
153,178,166,178,166,190,153,190
168,181,189,181,189,192,168,192
198,180,214,180,214,190,198,190
;32,194,70,194,70,208,32,208
72,194,89,194,89,206,72,206
90,197,104,197,104,206,90,206
106,197,121,197,121,206,106,206
121,193,145,193,145,205,121,205
150,194,173,194,173,206,150,206
173,194,185,194,185,205,173,205
189,196,209,196,209,204,189,204
;32,210,84,210,84,221,32,221
85,208,100,208,100,220,85,220
101,206,113,206,113,220,101,220
116,208,196,208,196,220,116,220
198,209,210,209,210,218,198,218
;30,224,46,224,46,236,30,236
48,226,73,226,73,236,48,236
74,225,106,225,106,234,74,234
109,225,138,225,138,234,109,234
138,221,150,221,150,233,138,233
152,224,172,224,172,233,152,233
172,223,210,221,211,232,173,235
;30,237,42,237,42,249,30,249
42,238,62,238,62,253,42,253
62,236,81,236,81,249,62,249
81,237,121,237,121,248,81,248
121,238,142,238,142,248,121,248
146,236,161,236,161,246,146,246
164,236,193,236,193,246,164,246
193,236,213,236,213,246,193,246
;30,250,101,248,101,264,30,266
117,253,138,253,138,262,117,262
144,249,173,249,173,261,144,261
174,248,192,248,192,261,174,261
193,252,214,252,214,261,193,261
;32,265,60,265,60,277,32,277
61,268,94,268,94,278,61,278
96,264,118,264,118,276,96,276
118,264,132,264,132,276,118,276
133,263,181,266,180,278,132,274
182,266,213,266,213,277,182,277
;30,278,52,278,52,290,30,290
54,280,110,280,110,290,54,290
113,277,168,280,167,293,112,290
170,280,190,280,190,290,170,290
193,280,213,280,213,288,193,288
;32,296,61,296,61,305,32,305
66,292,108,292,108,305,66,305
112,290,162,290,162,304,112,304
165,289,214,289,214,302,165,302
;32,306,48,306,48,318,32,318
48,305,97,305,97,321,48,321
97,309,105,309,105,318,97,318
105,305,153,305,153,317,105,317
153,306,177,306,177,320,153,320
178,305,197,305,197,317,178,317
197,304,210,304,210,316,197,316
;32,321,53,321,53,334,32,334
57,322,101,322,101,333,57,333
102,320,126,320,126,332,102,332
125,320,138,320,138,332,125,332
140,318,184,318,184,332,140,332
188,320,196,320,196,330,188,330
196,321,214,321,214,333,196,333
;33,334,67,336,66,348,32,346
66,336,89,336,89,348,66,348
88,333,108,333,108,346,88,346
108,336,120,336,120,346,108,346
121,334,182,334,182,346,121,346
186,334,214,334,214,345,186,345
;33,352,48,352,48,361,33,361
49,348,92,348,92,361,49,361
93,350,105,350,105,360,93,360
105,350,136,350,136,360,105,360
141,348,153,348,153,360,141,360
156,345,181,349,179,362,154,358
182,346,214,346,214,360,182,360
;32,362,48,362,48,376,32,376
48,362,98,360,99,374,49,377
97,362,110,362,110,374,97,374
110,362,130,362,130,377,110,377
130,361,164,361,164,374,130,374
164,364,189,364,189,377,164,377
192,364,200,364,200,373,192,373
200,364,214,364,214,374,200,374
;32,377,48,377,48,389,32,389
50,377,64,377,64,389,50,389
66,377,90,377,90,389,66,389
94,376,136,376,136,388,94,388
141,376,190,376,190,388,141,388
190,375,215,377,214,391,189,388
;138,397,158,397,158,408,138,408
198,396,216,396,216,408,198,408
;
