84,36,100,36,100,45,84,45
134,33,166,33,166,45,134,45
167,35,213,33,213,46,168,48
;85,53,105,53,105,64,85,64
106,54,134,54,134,64,106,64
134,53,150,53,150,65,134,65
150,54,173,54,173,66,150,66
174,56,189,56,189,64,174,64
189,53,234,53,234,65,189,65
234,53,268,53,268,66,234,66
;87,66,122,69,120,81,85,77
;100,80,117,80,117,92,100,92
121,84,157,84,157,92,121,92
158,80,177,80,177,93,158,93
180,80,230,80,230,93,180,93
229,81,242,81,242,93,229,93
242,80,268,80,268,93,242,93
;85,93,120,93,120,106,85,106
121,94,136,94,136,106,121,106
136,96,197,94,197,107,137,109
200,98,244,98,244,110,200,110
246,97,268,97,268,108,246,108
;86,112,117,112,117,121,86,121
125,110,146,110,146,122,125,122
146,110,189,110,189,124,146,124
193,112,204,112,204,121,193,121
206,112,224,112,224,121,206,121
226,108,268,109,267,124,226,122
;86,124,114,124,114,134,86,134
114,122,128,122,128,136,114,136
129,122,156,122,156,134,129,134
157,125,174,125,174,134,157,134
172,123,209,121,209,135,173,137
210,125,232,125,232,138,210,138
232,124,268,124,268,136,232,136
;100,138,138,138,138,148,100,148
138,136,157,136,157,149,138,149
157,138,196,138,196,149,157,149
196,140,218,140,218,150,196,150
221,137,241,137,241,150,221,150
242,138,268,138,268,149,242,149
;85,162,121,162,121,177,85,177
86,154,104,154,104,162,86,162
107,153,174,148,175,162,108,167
184,154,216,154,216,164,184,164
217,152,244,152,244,164,217,164
246,152,269,152,269,164,246,164
;129,166,170,166,170,180,129,180
170,169,188,169,188,177,170,177
188,169,201,169,201,178,188,178
203,165,247,164,248,178,204,180
249,166,268,166,268,178,249,178
;86,182,104,182,104,190,86,190
106,178,121,178,121,190,106,190
124,178,156,178,156,192,124,192
157,178,194,178,194,192,157,192
198,181,214,181,214,192,198,192
215,181,267,178,268,191,216,195
;85,194,146,194,146,205,85,205
146,196,154,196,154,205,146,205
154,193,165,193,165,205,154,205
165,194,215,190,216,206,166,209
225,196,264,196,264,209,225,209
;84,206,132,206,132,220,84,220
133,206,152,206,152,218,133,218
154,210,198,210,198,222,154,222
209,206,238,206,238,220,209,220
242,212,268,212,268,222,242,222
;85,225,126,225,126,233,85,233
134,221,153,221,153,233,134,233
156,224,204,224,204,234,156,234
220,221,267,218,268,234,221,237
;85,234,150,234,150,249,85,249
152,234,166,234,166,248,152,248
169,236,188,236,188,248,169,248
190,237,222,237,222,248,190,248
229,240,252,240,252,249,229,249
250,236,268,236,268,248,250,248
;85,253,100,253,100,261,85,261
98,249,113,249,113,261,98,261
114,250,176,250,176,261,114,261
177,253,185,253,185,264,177,264
183,253,218,251,219,261,184,263
221,253,237,253,237,262,221,262
236,250,250,250,250,262,236,262
250,249,268,249,268,262,250,262
;84,263,111,261,112,275,85,277
112,264,125,264,125,276,112,276
124,262,169,262,169,276,124,276
170,266,177,266,177,277,170,277
177,264,218,264,218,276,177,276
222,264,237,264,237,276,222,276
237,264,262,264,262,276,237,276
;42,286,80,286,80,296,42,296
81,278,106,278,106,290,81,290
110,277,144,277,144,289,110,289
142,281,157,281,157,290,142,290
158,277,193,277,193,289,158,289
196,281,201,281,201,289,196,289
205,278,221,278,221,289,205,289
220,278,267,275,268,290,221,293
;84,294,126,294,126,305,84,305
129,290,149,290,149,304,129,304
149,292,177,292,177,304,149,304
198,292,263,292,263,305,198,305
;49,309,80,310,79,318,48,317
82,306,118,306,118,321,82,321
120,309,125,309,125,318,120,318
129,309,168,309,168,318,129,318
177,306,206,306,206,317,177,317
206,304,254,308,253,320,205,317
;84,324,108,324,108,332,84,332
109,324,141,324,141,332,109,332
148,318,181,318,181,332,148,332
181,322,206,322,206,334,181,334
210,322,233,322,233,334,210,334
234,324,246,324,246,333,234,333
248,324,261,324,261,332,248,332
;84,337,118,337,118,346,84,346
120,329,217,335,216,351,119,345
218,338,226,338,226,346,218,346
226,332,266,335,264,351,225,348
;82,348,118,348,118,361,82,361
121,350,148,350,148,360,121,360
154,348,170,348,170,360,154,360
170,350,194,350,194,362,170,362
197,352,213,352,213,360,197,360
214,350,265,350,265,361,214,361
;44,369,65,369,65,378,44,378
64,368,78,368,78,378,64,378
82,364,100,364,100,374,82,374
100,361,137,361,137,374,100,374
137,362,153,362,153,374,137,374
154,361,188,366,187,377,153,373
189,365,209,365,209,374,189,374
210,362,242,362,242,376,210,376
244,366,261,366,261,376,244,376
;84,381,108,381,108,389,84,389
108,376,164,376,164,390,108,390
164,376,205,380,204,391,163,388
205,380,228,380,228,389,205,389
229,380,265,380,265,392,229,392
;
