65,21,98,21,98,34,65,34
97,20,143,17,144,31,98,35
;19,45,50,43,51,56,20,58
50,41,69,41,69,53,50,53
72,44,85,44,85,53,72,53
86,41,139,38,140,49,86,52
93,50,145,50,145,66,93,66
145,50,161,50,161,62,145,62
161,50,178,50,178,61,161,61
181,50,201,50,201,61,181,61
;36,57,70,57,70,68,36,68
73,53,92,53,92,65,73,65
;21,74,41,72,42,82,22,84
41,70,57,70,57,81,41,81
58,68,80,70,79,83,57,81
78,66,108,66,108,80,78,80
106,65,122,65,122,78,106,78
122,65,140,65,140,77,122,77
139,66,166,64,167,75,140,77
165,64,186,64,186,76,165,76
;36,82,57,82,57,96,36,96
57,86,95,81,97,93,59,98
97,80,138,80,138,94,97,94
145,81,158,81,158,90,145,90
158,77,202,77,202,90,158,90
;24,101,37,101,37,112,24,112
38,97,80,97,80,113,38,113
80,96,92,96,92,108,80,108
94,94,142,94,142,106,94,106
142,94,157,94,157,105,142,105
157,92,184,92,184,105,157,105
184,94,198,94,198,104,184,104
;22,113,57,113,57,137,22,137
58,113,78,113,78,122,58,122
78,109,117,109,117,122,78,122
118,112,125,112,125,120,118,120
126,108,158,106,159,118,126,120
129,118,176,121,175,136,128,133
;49,124,113,124,113,138,49,138
112,121,130,121,130,134,112,134
;38,138,74,138,74,152,38,152
78,136,128,136,128,149,78,149
132,138,153,138,153,148,132,148
154,133,194,133,194,146,154,146
;25,154,66,154,66,165,25,165
146,164,189,164,189,177,146,177
192,161,206,161,206,173,192,173
;38,166,60,166,60,180,38,180
61,169,125,161,128,178,63,187
137,168,144,168,144,178,137,178
;26,184,60,184,60,194,26,194
62,184,89,184,89,197,62,197
88,180,101,180,101,192,88,192
99,179,174,174,175,189,100,194
188,189,208,189,208,202,188,202
;40,194,76,194,76,208,40,208
80,197,100,197,100,206,80,206
104,192,152,192,152,206,104,206
154,190,169,190,169,204,154,204
173,193,188,193,188,202,173,202
;28,213,40,213,40,222,28,222
41,209,69,209,69,222,41,222
70,209,90,209,90,220,70,220
94,210,122,210,122,220,94,220
121,206,144,206,144,221,121,221
;40,221,74,225,72,240,38,236
74,225,96,225,96,234,74,234
95,224,131,219,133,233,97,238
132,220,150,220,150,232,132,232
149,219,200,215,202,230,150,234
201,221,206,221,206,229,201,229
;25,237,44,237,44,250,25,250
45,240,58,240,58,250,45,250
57,237,108,237,108,252,57,252
108,233,157,233,157,246,108,246
158,236,178,236,178,245,158,245
178,232,206,232,206,245,178,245
;26,250,58,250,58,264,26,264
150,260,174,260,174,273,150,273
174,260,190,260,190,273,174,273
;42,265,68,265,68,278,42,278
68,262,96,262,96,277,68,277
96,262,113,262,113,276,96,276
112,262,150,259,151,273,113,276
192,262,208,262,208,272,192,272
;28,280,44,280,44,292,28,292
43,281,91,279,92,291,44,293
102,279,153,276,153,287,102,290
139,289,190,285,191,301,140,304
;44,294,90,294,90,305,44,305
93,294,106,294,106,304,93,304
120,290,137,290,137,302,120,302
192,290,209,290,209,300,192,300
;29,306,76,306,76,320,29,320
76,310,82,310,82,321,76,321
84,306,121,306,121,320,84,320
122,308,128,308,128,316,122,316
128,304,140,304,140,316,128,316
141,306,173,306,173,316,141,316
176,314,209,314,209,329,176,329
;45,322,53,322,53,333,45,333
53,324,76,324,76,333,53,333
76,324,84,324,84,333,76,333
82,318,101,318,101,332,82,332
102,321,134,321,134,330,102,330
133,318,160,320,159,332,132,330
161,320,176,320,176,329,161,329
;29,334,78,334,78,348,29,348
80,333,96,333,96,346,80,346
98,333,116,333,116,345,98,345
120,330,162,330,162,345,120,345
165,333,188,333,188,346,165,346
192,332,210,332,210,341,192,341
;30,352,70,352,70,361,30,361
76,352,89,352,89,360,76,360
90,348,102,348,102,360,90,360
104,349,139,347,140,358,105,360
;44,361,90,361,90,376,44,376
92,365,112,365,112,374,92,374
116,364,161,362,161,372,117,374
162,361,207,356,209,370,164,375
;
