77,34,108,34,108,46,77,46
107,34,153,32,153,46,108,48
;30,56,81,52,81,64,30,68
82,56,106,56,106,66,82,66
106,52,118,52,118,64,106,64
120,53,181,53,181,64,120,64
182,52,209,52,209,65,182,65
;29,65,78,65,78,78,29,78
88,64,136,66,135,79,87,77
144,69,174,69,174,78,144,78
180,68,210,70,209,81,179,78
;29,84,50,84,50,94,29,94
50,80,96,80,96,92,50,92
100,81,120,81,120,92,100,92
120,80,134,80,134,92,120,92
134,80,146,80,146,92,134,92
149,82,164,82,164,92,149,92
164,84,209,84,209,96,164,96
;42,96,65,96,65,109,42,109
66,97,78,97,78,106,66,106
78,93,106,93,106,106,78,106
108,96,124,96,124,106,108,106
124,97,161,97,161,109,124,109
161,97,194,95,195,108,162,111
194,94,210,94,210,108,194,108
;28,110,81,108,81,119,29,122
82,108,120,108,120,121,82,121
121,112,142,112,142,124,121,124
144,112,157,112,157,120,144,120
158,112,209,110,209,122,158,123
;29,126,41,126,41,134,29,134
41,124,56,124,56,134,41,134
56,122,97,122,97,134,56,134
97,121,171,125,170,141,96,136
169,122,189,122,189,134,169,134
190,126,205,126,205,137,190,137
;28,136,46,136,46,149,28,149
52,138,85,138,85,150,52,150
88,136,133,136,133,149,88,149
137,138,152,138,152,148,137,148
158,140,206,140,206,149,158,149
;28,150,52,150,52,162,28,162
53,150,79,154,77,166,52,162
80,153,152,153,152,164,80,164
160,152,177,152,177,162,160,162
177,152,210,152,210,162,177,162
;37,166,62,166,62,177,37,177
66,165,118,165,118,177,66,177
122,164,157,164,157,177,122,177
157,166,182,166,182,180,157,180
185,165,210,165,210,177,185,177
;29,178,46,178,46,190,29,190
54,182,76,182,76,192,54,192
76,178,129,178,129,190,76,190
130,181,152,181,152,190,130,190
152,178,166,178,166,190,152,190
166,178,185,178,185,190,166,190
184,178,200,178,200,192,184,192
198,178,210,178,210,190,198,190
;29,193,53,193,53,205,29,205
58,193,72,193,72,205,58,205
73,192,96,192,96,205,73,205
96,193,122,193,122,205,96,205
122,192,144,192,144,205,122,205
145,196,165,196,165,205,145,205
165,193,177,193,177,205,165,205
177,194,206,194,206,208,177,208
;30,209,76,209,76,218,30,218
85,209,110,209,110,221,85,221
112,206,134,206,134,220,112,220
133,208,146,208,146,218,133,218
148,206,161,206,161,218,148,218
164,209,198,209,198,218,164,218
197,206,210,206,210,218,197,218
;29,225,49,225,49,236,29,236
52,222,66,222,66,233,52,233
67,224,115,221,116,232,68,235
117,224,140,224,140,233,117,233
142,221,154,221,154,233,142,233
154,224,196,224,196,233,154,233
196,221,210,221,210,233,196,233
;28,236,45,236,45,246,28,246
46,237,89,237,89,246,46,246
93,234,145,234,145,248,93,248
145,236,207,234,208,247,145,249
;29,253,50,253,50,261,29,261
52,250,97,250,97,261,52,261
97,249,129,249,129,261,97,261
129,248,149,248,149,261,129,261
152,252,193,252,193,261,152,261
200,250,210,250,210,261,200,261
;28,261,42,261,42,274,28,274
42,262,54,262,54,274,42,274
57,266,97,266,97,276,57,276
101,266,114,266,114,274,101,274
117,265,137,265,137,278,117,278
140,265,181,265,181,276,140,276
182,262,206,262,206,276,182,276
;33,280,57,280,57,289,33,289
58,277,74,277,74,289,58,289
77,278,94,280,93,289,76,287
94,278,134,278,134,306,94,306
118,280,154,280,154,289,118,289
170,280,210,280,210,290,170,290
;30,292,76,292,76,302,30,302
92,294,97,294,97,302,92,302
138,294,181,294,181,304,138,304
185,293,211,295,210,305,184,303
;28,304,60,304,60,317,28,317
61,306,85,306,85,318,61,318
86,306,117,306,117,317,86,317
124,305,156,305,156,317,124,317
156,305,174,305,174,317,156,317
177,305,202,305,202,318,177,318
;28,318,50,318,50,332,28,332
52,321,77,321,77,332,52,332
76,318,88,318,88,330,76,330
92,319,125,321,125,335,91,333
129,322,169,322,169,332,129,332
166,318,209,318,209,332,166,332
;29,336,46,336,46,345,29,345
53,334,76,334,76,348,53,348
76,337,103,333,104,345,77,348
105,336,118,336,118,345,105,345
120,332,141,332,141,345,120,345
145,336,170,336,170,346,145,346
170,337,185,337,185,348,170,348
189,337,210,337,210,346,189,346
;28,348,64,348,64,362,28,362
65,350,73,350,73,358,65,358
73,350,118,350,118,360,73,360
136,350,157,350,157,360,136,360
166,348,210,348,210,362,166,362
;28,365,49,363,50,373,29,375
50,361,68,361,68,373,50,373
68,359,112,361,111,375,67,373
120,361,176,361,176,374,120,374
180,364,194,364,194,374,180,374
194,361,213,361,213,374,194,374
;29,377,66,377,66,386,29,386
72,376,104,376,104,386,72,386
104,374,128,374,128,388,104,388
128,374,141,374,141,386,128,386
141,376,181,376,181,388,141,388
181,380,188,380,188,388,181,388
190,380,210,380,210,388,190,388
;181,395,211,397,210,407,180,405
;
