76,32,108,32,108,45,76,45
105,35,152,28,154,42,107,49
194,34,208,34,208,45,194,45
;26,53,53,53,53,65,26,65
54,56,93,54,93,66,54,67
93,52,105,52,105,64,93,64
107,51,157,49,157,62,108,64
164,52,185,52,185,65,164,65
184,50,204,50,204,62,184,62
;22,65,42,65,42,78,22,78
42,66,64,66,64,78,42,78
64,66,101,68,101,80,63,79
104,64,122,64,122,77,104,77
124,66,150,66,150,77,124,77
150,68,169,68,169,77,150,77
170,65,202,65,202,76,170,76
;25,81,56,81,56,93,25,93
56,82,80,82,80,96,56,96
81,80,101,80,101,92,81,92
102,80,162,75,163,90,104,95
172,81,200,76,203,89,175,94
;22,96,60,92,62,106,24,110
61,93,92,93,92,106,61,106
;37,108,53,108,53,120,37,120
54,112,80,112,80,122,54,122
81,108,94,108,94,120,81,120
94,109,117,109,117,121,94,121
118,110,150,110,150,121,118,121
149,106,165,106,165,118,149,118
167,110,199,108,200,120,168,121
;22,122,44,122,44,134,22,134
49,122,60,122,60,134,49,134
61,121,96,121,96,134,61,134
97,125,112,125,112,134,97,134
113,125,151,121,152,133,114,136
154,120,186,124,184,138,152,134
192,121,204,121,204,133,192,133
;24,140,30,140,30,150,24,150
30,136,49,136,49,149,30,149
49,134,81,134,81,148,49,148
84,138,105,138,105,148,84,148
105,134,158,134,158,152,105,152
162,138,169,138,169,146,162,146
168,136,203,134,204,149,169,151
;24,153,42,153,42,164,24,164
45,150,64,150,64,162,45,162
66,149,109,149,109,162,66,162
116,153,148,153,148,162,116,162
148,149,193,152,192,175,146,173
192,152,204,152,204,161,192,161
;24,168,54,168,54,176,24,176
58,165,84,165,84,176,58,176
84,164,143,162,144,177,85,179
146,162,168,162,168,176,146,176
186,162,201,162,201,176,186,176
;21,180,50,180,50,192,21,192
50,180,72,180,72,190,50,190
70,181,138,175,139,189,72,195
140,181,146,181,146,190,140,190
146,177,162,177,162,189,146,189
164,180,185,180,185,189,164,189
186,178,202,178,202,189,186,189
;21,191,59,193,58,205,20,203
60,194,110,191,111,204,61,208
114,190,142,190,142,204,114,204
145,192,185,192,185,204,145,204
193,192,202,192,202,204,193,204
208,197,233,197,233,208,208,208
;22,209,57,209,57,220,22,220
56,205,82,205,82,218,56,218
84,206,98,206,98,218,84,218
97,206,110,206,110,218,97,218
110,205,162,205,162,218,110,218
162,208,176,208,176,218,162,218
176,204,202,204,202,217,176,217
206,208,226,208,226,217,206,217
;21,222,41,222,41,236,21,236
42,224,49,224,49,233,42,233
49,221,61,221,61,233,49,233
61,222,73,222,73,232,61,232
73,220,108,220,108,233,73,233
126,224,140,224,140,232,126,232
142,222,166,222,166,232,142,232
170,222,200,222,200,233,170,233
208,228,232,230,231,240,207,238
;22,236,38,236,38,246,22,246
38,234,88,234,88,246,38,246
92,236,108,236,108,246,92,246
117,233,146,233,146,246,117,246
150,236,165,236,165,245,150,245
166,234,178,234,178,245,166,245
181,233,202,233,202,245,181,245
;20,248,36,248,36,260,20,260
37,248,72,250,71,261,36,259
72,249,150,249,150,261,72,261
150,249,202,249,202,260,150,260
;20,262,33,262,33,273,20,273
37,262,80,262,80,274,37,274
84,266,105,266,105,277,84,277
107,266,146,265,147,276,108,278
150,261,194,261,194,274,150,274
;20,277,37,277,37,288,20,288
44,280,70,280,70,290,44,290
69,276,88,276,88,289,69,289
86,276,112,276,112,288,86,288
113,277,124,277,124,289,113,289
126,278,160,278,160,289,126,289
168,278,201,278,201,304,168,304
192,280,202,280,202,288,192,288
;21,290,30,290,30,301,21,301
33,292,66,292,66,302,33,302
73,294,81,294,81,305,73,305
81,290,93,290,93,302,81,302
93,290,149,292,149,305,92,303
152,289,168,289,168,302,152,302
;21,302,88,304,87,317,21,315
93,308,110,308,110,316,93,316
113,305,164,305,164,316,113,316
169,306,189,306,189,318,169,318
190,305,202,305,202,316,190,316
217,301,240,301,240,312,217,312
;20,316,81,318,81,333,19,331
86,318,112,318,112,330,86,330
117,318,129,318,129,330,117,330
128,318,156,315,158,329,129,332
162,321,173,321,173,330,162,330
177,317,197,317,197,329,177,329
;18,330,43,332,42,345,17,343
44,336,50,336,50,344,44,344
52,333,62,333,62,345,52,345
62,334,85,334,85,345,62,345
89,336,104,336,104,344,89,344
104,332,117,332,117,344,104,344
117,332,149,332,149,345,117,345
161,336,202,336,202,346,161,346
;18,348,50,348,50,362,18,362
53,348,86,344,87,358,54,362
90,350,113,350,113,358,90,358
116,346,177,346,177,358,116,358
180,350,202,348,203,359,181,361
;21,361,59,364,58,376,20,373
60,361,72,361,72,372,60,372
72,362,90,362,90,373,72,373
86,364,113,358,116,372,89,378
114,358,164,362,163,376,113,373
164,362,176,362,176,373,164,373
177,360,202,360,202,374,177,374
;20,378,41,376,42,386,21,388
42,376,54,376,54,385,42,385
53,373,102,373,102,386,53,386
105,378,124,378,124,389,105,389
125,376,142,376,142,386,125,386
142,374,178,374,178,386,142,386
178,377,197,377,197,386,178,386
;184,397,201,397,201,405,184,405
;
