128,33,160,33,160,45,128,45
157,34,204,31,205,45,158,48
98,51,145,54,145,66,98,62
76,53,97,53,97,64,76,64
152,56,177,56,177,66,152,66
180,56,216,56,216,65,180,65
220,56,240,56,240,66,220,66
74,64,110,64,110,77,74,77
117,64,169,64,169,77,117,77
110,68,118,68,118,78,110,78
176,68,198,68,198,81,176,81
198,68,220,68,220,81,198,81
220,68,237,68,237,78,220,78
238,70,256,70,256,80,238,80
73,76,102,79,100,93,72,90
101,78,120,78,120,90,101,90
121,81,205,81,205,92,121,92
209,84,229,84,229,92,209,92
230,85,256,85,256,96,230,96
73,92,116,92,116,105,73,105
116,93,164,93,164,108,116,108
196,94,238,94,238,106,196,106
237,94,256,94,256,108,237,108
166,97,196,97,196,106,166,106
73,104,124,107,123,120,72,118
33,108,68,112,67,120,32,117
156,108,168,108,168,120,156,120
170,107,220,110,219,123,170,120
221,108,254,108,254,121,221,121
126,109,152,109,152,121,126,121
32,120,68,120,68,128,32,128
73,121,105,121,105,133,73,133
104,120,124,120,124,133,104,133
122,120,149,120,149,133,122,133
149,121,161,121,161,133,149,133
160,121,201,124,201,136,159,134
202,122,218,122,218,134,202,134
220,126,250,126,250,136,220,136
70,136,114,132,115,147,72,151
113,134,130,134,130,148,113,148
129,135,175,132,176,147,130,151
177,140,198,140,198,150,177,150
198,138,213,138,213,150,198,150
217,138,254,138,254,150,217,150
96,149,114,149,114,161,96,161
146,149,213,149,213,162,146,162
73,152,93,152,93,162,73,162
118,152,145,152,145,161,118,161
213,152,254,152,254,165,213,165
70,162,108,162,108,174,70,174
141,162,177,162,177,176,141,176
106,165,133,163,134,176,106,178
194,165,236,165,236,177,194,177
180,166,192,166,192,176,180,176
234,165,253,165,253,177,234,177
72,177,98,177,98,189,72,189
124,180,138,180,138,190,124,190
156,180,222,180,222,190,156,190
100,181,121,181,121,192,100,192
142,181,154,181,154,189,142,189
230,181,253,181,253,193,230,193
69,190,112,190,112,204,69,204
114,190,133,190,133,204,114,204
157,192,178,192,178,204,157,204
181,192,197,192,197,205,181,205
133,193,156,193,156,205,133,205
202,196,253,196,253,208,202,208
82,205,94,205,94,217,82,217
96,206,141,206,141,217,96,217
192,205,205,205,205,218,192,218
204,205,236,205,236,218,204,218
69,208,84,208,84,217,69,217
144,207,193,209,193,219,143,218
236,206,252,206,252,220,236,220
68,217,84,217,84,230,68,230
85,217,137,217,137,232,85,232
137,218,157,218,157,232,137,232
157,218,188,220,187,234,156,232
194,222,221,222,221,236,194,236
222,225,252,225,252,237,222,237
68,232,80,232,80,244,68,244
102,233,117,233,117,245,102,245
117,233,132,233,132,245,117,245
132,235,215,230,216,246,133,251
80,234,102,234,102,246,80,246
217,236,228,236,228,246,217,246
229,237,250,237,250,249,229,249
66,246,81,246,81,258,66,258
84,246,100,246,100,258,84,258
101,246,155,249,154,261,100,258
154,249,201,249,201,264,154,264
202,249,213,249,213,261,202,261
234,249,250,249,250,261,234,261
213,250,234,250,234,262,213,262
68,261,82,261,82,272,68,272
81,262,137,262,137,286,81,286
140,264,184,264,184,274,140,274
181,262,194,262,194,274,181,274
194,265,217,265,217,276,194,276
218,266,225,266,225,274,218,274
226,266,249,266,249,274,226,274
66,274,92,274,92,286,66,286
92,274,106,274,106,288,92,288
126,277,170,277,170,288,126,288
174,276,189,276,189,288,174,288
205,276,230,276,230,290,205,290
189,277,202,277,202,289,189,289
232,277,248,277,248,289,232,289
82,287,131,290,130,303,82,300
68,292,81,292,81,300,68,300
130,292,190,290,190,303,130,305
190,290,206,290,206,302,190,302
232,290,246,290,246,304,232,304
208,294,229,294,229,302,208,302
65,301,112,303,111,316,64,314
112,304,128,304,128,316,112,316
226,305,244,305,244,317,226,317
129,306,174,306,174,316,129,316
174,307,208,302,210,315,176,321
209,305,225,305,225,317,209,317
82,316,124,318,123,331,82,329
124,317,140,317,140,330,124,330
140,317,186,317,186,332,140,332
66,320,85,320,85,329,66,329
214,318,230,318,230,330,214,330
186,321,213,318,214,332,188,335
230,322,244,322,244,332,230,332
65,330,100,333,99,344,64,341
103,333,136,330,138,343,105,347
137,332,153,332,153,344,137,344
156,331,212,334,211,347,155,344
218,333,246,333,246,346,218,346
96,345,112,345,112,358,96,358
112,345,160,345,160,360,112,360
64,346,94,346,94,358,64,358
160,346,194,346,194,358,160,358
196,346,210,346,210,358,196,358
212,348,221,348,221,358,212,358
222,346,245,346,245,360,222,360
62,357,105,356,105,371,62,373
108,359,154,364,152,376,106,371
184,360,217,362,217,375,183,373
154,364,166,364,166,373,154,373
169,364,184,364,184,373,169,373
220,365,234,365,234,376,220,376
234,365,245,365,245,374,234,374
81,374,109,375,109,386,80,385
64,376,78,376,78,384,64,384
109,374,121,374,121,386,109,386
123,375,157,373,157,386,124,388
210,377,233,377,233,388,210,388
234,376,245,376,245,386,234,386
161,378,202,378,202,388,161,388
224,398,245,398,245,408,224,408
