69,30,101,30,101,42,69,42
101,32,148,32,148,45,101,45
20,47,63,49,62,63,19,60
120,50,165,52,165,63,119,61
65,52,97,52,97,62,65,62
166,50,182,50,182,62,166,62
184,52,201,52,201,62,184,62
98,53,120,53,120,62,98,62
21,65,81,65,81,76,21,76
94,66,181,63,181,75,94,78
181,64,200,64,200,76,181,76
18,78,76,78,76,93,18,93
140,80,170,80,170,90,140,90
78,80,130,80,130,104,78,104
130,81,136,81,136,89,130,89
185,81,200,81,200,90,185,90
19,93,70,91,70,103,20,105
125,93,159,89,160,103,126,107
161,92,176,92,176,105,161,105
176,91,201,93,199,107,175,105
72,94,77,94,77,102,72,102
52,106,81,106,81,117,52,117
82,105,100,105,100,117,82,117
100,105,112,105,112,118,100,118
156,105,172,105,172,118,156,118
170,106,184,106,184,118,170,118
30,109,52,109,52,117,30,117
114,109,156,109,156,118,114,118
184,109,197,109,197,118,184,118
20,119,41,122,39,133,18,130
41,121,52,121,52,130,41,130
50,119,101,121,101,133,50,131
101,118,160,121,159,134,100,131
160,120,182,120,182,133,160,133
182,124,198,124,198,133,182,133
18,130,59,132,58,146,18,144
106,136,142,136,142,146,106,146
143,136,199,133,200,147,144,150
61,137,82,137,82,149,61,149
84,137,105,137,105,145,84,145
17,145,43,147,42,160,16,158
42,146,70,146,70,160,42,160
73,148,85,148,85,160,73,160
85,148,130,148,130,160,85,160
138,152,161,152,161,160,138,160
165,152,198,152,198,164,165,164
18,161,50,161,50,173,18,173
50,161,62,161,62,173,50,173
62,161,103,162,102,174,62,173
104,162,136,162,136,178,104,178
136,162,148,162,148,174,136,174
146,162,176,162,176,176,146,176
177,165,200,165,200,177,177,177
18,176,60,178,59,190,18,188
61,176,74,176,74,188,61,188
76,176,88,176,88,188,76,188
88,176,110,176,110,188,88,188
113,176,128,176,128,188,113,188
132,177,152,177,152,188,132,188
168,179,195,176,197,189,169,192
152,180,166,180,166,189,152,189
17,188,59,190,58,204,16,202
112,192,163,189,164,203,113,206
166,192,198,192,198,202,166,202
60,193,85,193,85,205,60,205
86,192,110,192,110,205,86,205
33,202,45,202,45,214,33,214
45,204,60,204,60,214,45,214
60,204,76,204,76,216,60,216
132,205,156,205,156,217,132,217
18,206,33,206,33,214,18,214
173,206,200,206,200,217,173,217
76,208,130,208,130,218,76,218
157,208,172,208,172,216,157,216
57,217,91,219,90,231,56,229
92,217,121,217,121,230,92,230
18,218,30,218,30,229,18,229
32,221,56,221,56,232,32,232
132,220,200,222,199,234,131,231
40,234,86,232,86,243,41,245
90,233,138,233,138,244,90,244
156,233,198,233,198,245,156,245
18,234,38,234,38,242,18,242
142,234,154,234,154,244,142,244
17,244,34,244,34,257,17,257
35,248,90,245,91,257,36,260
92,248,142,248,142,258,92,258
158,248,178,248,178,258,158,258
180,246,196,246,196,258,180,258
16,257,37,257,37,270,16,270
204,257,217,257,217,268,204,268
217,258,240,258,240,269,217,269
37,257,64,260,63,272,36,270
109,260,121,260,121,272,109,272
70,262,93,262,93,272,70,272
93,262,109,262,109,272,93,272
122,262,173,262,173,273,122,273
182,261,200,261,200,273,182,273
174,265,182,265,182,273,174,273
18,273,49,273,49,284,18,284
90,274,102,274,102,285,90,285
49,276,90,276,90,288,49,288
134,276,149,276,149,286,134,286
150,275,185,276,185,288,150,286
104,277,132,277,132,285,104,285
186,277,194,277,194,286,186,286
17,289,32,289,32,298,17,298
109,288,128,288,128,300,109,300
33,289,54,289,54,301,33,301
56,290,77,290,77,300,56,300
78,290,108,290,108,300,78,300
132,292,190,292,190,301,132,301
30,302,65,302,65,312,30,312
30,314,62,314,62,326,30,326
62,314,80,314,80,326,62,326
78,314,120,314,120,328,78,328
124,314,149,314,149,328,124,328
158,318,181,318,181,330,158,330
182,320,197,320,197,329,182,329
33,329,58,329,58,344,33,344
108,330,141,332,141,343,107,341
16,332,29,332,29,341,16,341
58,332,78,332,78,342,58,342
84,333,105,333,105,342,84,342
145,333,176,333,176,342,145,342
180,334,193,334,193,342,180,342
17,344,36,346,35,355,16,353
35,345,83,343,84,356,36,358
85,345,100,345,100,356,85,356
145,344,198,344,198,357,145,357
103,347,145,345,145,357,104,358
76,357,94,357,94,369,76,369
17,360,36,360,36,368,17,368
49,360,74,360,74,372,49,372
96,360,141,357,141,371,97,373
145,360,198,360,198,370,145,370
16,370,68,370,68,385,16,385
148,372,182,372,182,385,148,385
70,373,92,373,92,386,70,386
95,376,147,373,148,385,96,387
125,393,133,393,133,402,125,402
181,394,197,394,197,404,181,404
