61,29,93,29,93,42,61,42
93,29,138,29,138,42,93,42
125,92,200,92,200,110,125,110
19,94,123,92,124,110,20,112
68,112,89,112,89,128,68,128
91,113,163,111,164,130,92,133
57,118,66,118,66,128,57,128
101,145,110,145,110,157,101,157
141,144,200,144,200,158,141,158
113,149,140,146,142,157,114,160
162,158,190,158,190,170,162,170
133,158,161,158,161,172,133,172
192,160,198,160,198,170,192,170
106,160,133,160,133,172,106,172
171,172,199,170,200,183,172,185
106,172,149,172,149,185,106,185
152,172,168,172,168,185,152,185
130,188,169,183,171,198,132,203
108,190,130,190,130,200,108,200
106,201,144,201,144,213,106,213
152,202,160,202,160,212,152,212
160,204,180,204,180,214,160,214
30,214,70,214,70,224,30,224
108,214,158,214,158,228,108,228
168,217,199,214,200,226,169,228
160,218,166,218,166,226,160,226
153,230,201,226,202,241,155,245
112,231,152,227,154,241,113,244
18,230,30,230,30,242,18,242
29,232,63,229,64,242,30,245
66,232,84,232,84,242,66,242
84,232,96,232,96,242,84,242
98,233,114,233,114,241,98,241
158,242,181,242,181,254,158,254
53,245,92,245,92,257,53,257
95,245,151,243,152,255,96,257
182,246,197,246,197,257,182,257
21,247,51,249,50,258,20,256
106,259,174,257,174,269,106,270
182,258,198,258,198,268,182,268
66,258,90,258,90,270,66,270
92,261,102,261,102,270,92,270
21,262,45,262,45,272,21,272
50,262,64,262,64,270,50,270
158,269,200,269,200,282,158,282
90,270,144,270,144,284,90,284
20,276,54,273,55,283,21,286
150,274,157,274,157,285,150,285
69,276,89,276,89,285,69,285
56,277,68,277,68,285,56,285
136,284,160,284,160,297,136,297
185,285,202,285,202,296,185,296
72,285,108,285,108,298,72,298
37,286,72,286,72,298,37,298
108,286,137,286,137,300,108,300
164,288,185,288,185,297,164,297
21,289,37,289,37,298,21,298
134,298,152,298,152,310,134,310
158,298,202,298,202,310,158,310
21,301,78,301,78,313,21,313
78,302,117,300,117,311,78,313
117,300,133,300,133,312,117,312
44,313,85,313,85,328,44,328
106,314,117,314,117,326,106,326
117,315,143,312,145,325,118,328
162,313,174,313,174,325,162,325
32,314,44,314,44,326,32,326
88,316,102,316,102,326,88,326
144,314,160,314,160,325,144,325
177,314,200,314,200,328,177,328
22,329,42,329,42,340,22,340
44,330,94,328,95,341,45,343
96,328,113,328,113,340,96,340
138,329,162,329,162,340,138,340
164,329,176,329,176,338,164,338
178,329,204,329,204,338,178,338
116,330,138,330,138,340,116,340
20,340,57,344,54,361,18,357
96,342,156,342,156,354,96,354
168,341,182,341,182,353,168,353
54,342,78,342,78,354,54,354
78,342,94,342,94,354,78,354
182,342,204,342,204,354,182,354
157,345,169,345,169,354,157,354
65,356,89,356,89,369,65,369
120,357,161,357,161,370,120,370
164,358,205,358,205,370,164,370
22,360,34,360,34,369,22,369
36,360,49,360,49,369,36,369
49,360,64,360,64,369,49,369
97,358,120,358,120,372,97,372
116,369,130,369,130,382,116,382
168,372,202,369,203,381,169,383
56,370,93,370,93,384,56,384
132,370,167,372,166,384,131,383
21,373,38,373,38,382,21,382
36,373,57,373,57,386,36,386
101,374,116,374,116,382,101,382
173,389,202,389,202,401,173,401
