120,36,152,36,152,48,120,48
151,37,198,34,199,47,152,51
72,54,101,54,101,68,72,68
156,56,193,56,193,66,156,66
205,54,237,54,237,66,205,66
132,56,154,56,154,69,132,69
194,57,205,57,205,66,194,66
238,57,252,57,252,66,238,66
108,58,132,58,132,69,108,69
180,66,206,66,206,80,180,80
102,70,166,68,166,79,102,81
213,70,229,70,229,80,213,80
229,69,254,69,254,82,229,82
74,72,100,72,100,81,74,81
169,72,177,72,177,81,169,81
100,82,172,82,172,94,100,94
194,81,230,81,230,94,194,94
72,82,94,82,94,94,72,94
180,84,192,84,192,93,180,93
233,84,256,84,256,97,233,97
72,96,104,96,104,109,72,109
133,97,164,97,164,108,133,108
166,96,209,96,209,108,166,108
108,100,129,100,129,109,108,109
234,100,256,100,256,108,234,108
74,109,132,109,132,122,74,122
136,109,200,109,200,122,136,122
206,113,229,113,229,122,206,122
230,112,256,112,256,125,230,125
94,124,106,124,106,137,94,137
106,124,120,124,120,136,106,136
121,124,144,124,144,136,121,136
152,126,202,124,202,135,153,137
204,124,224,124,224,136,204,136
224,124,256,124,256,136,224,136
73,126,94,126,94,140,73,140
144,128,150,128,150,137,144,137
140,138,186,138,186,150,140,150
185,137,200,137,200,150,185,150
73,141,89,141,89,150,73,150
89,142,138,139,139,150,90,153
200,140,236,140,236,153,200,153
237,141,256,141,256,150,237,150
132,152,149,152,149,164,132,164
241,152,257,152,257,164,241,164
153,154,184,156,183,166,152,164
74,156,90,156,90,165,74,165
89,154,113,154,113,166,89,166
116,156,130,156,130,165,116,165
186,156,201,156,201,164,186,164
202,156,238,156,238,164,202,164
177,165,194,165,194,178,177,178
196,165,218,165,218,178,196,178
74,168,89,168,89,178,74,178
90,166,142,166,142,180,90,180
218,168,256,168,256,178,218,178
142,168,165,168,165,180,142,180
165,168,177,168,177,178,165,178
99,183,179,180,180,192,100,194
76,182,89,182,89,193,76,193
184,184,246,184,246,193,184,193
192,194,254,191,255,207,193,210
74,194,96,194,96,206,74,206
128,194,164,194,164,206,128,206
165,194,180,194,180,206,165,206
181,196,193,196,193,206,181,206
97,197,129,197,129,206,97,206
104,208,118,208,118,221,104,221
186,208,204,208,204,220,186,220
203,209,231,206,233,219,205,223
86,209,105,209,105,221,86,221
120,212,165,212,165,222,120,222
164,210,188,210,188,222,164,222
232,212,253,212,253,221,232,221
200,221,228,221,228,234,200,234
234,221,257,221,257,234,234,234
74,224,136,224,136,234,74,234
141,224,180,224,180,234,141,234
136,236,160,236,160,249,136,249
233,237,256,237,256,248,233,248
74,238,113,238,113,249,74,249
158,237,172,237,172,249,158,249
174,237,227,235,228,250,174,252
120,240,136,240,136,249,120,249
187,250,245,248,245,263,188,265
248,250,256,250,256,261,248,261
176,252,190,252,190,262,176,262
74,253,94,253,94,262,74,262
96,253,168,253,168,262,96,262
73,264,109,264,109,277,73,277
108,264,134,264,134,277,108,277
172,264,204,264,204,277,172,277
133,264,171,266,170,281,132,279
234,266,257,266,257,276,234,276
205,268,234,268,234,276,205,276
230,277,258,281,256,293,229,289
106,280,157,280,157,290,106,290
158,280,173,280,173,290,158,290
174,282,229,279,229,290,174,293
74,281,102,281,102,290,74,290
206,294,254,292,254,303,206,305
105,294,122,294,122,305,105,305
161,294,202,294,202,305,161,305
124,296,158,296,158,305,124,305
74,297,102,297,102,305,74,305
74,308,94,308,94,318,74,318
144,306,168,306,168,318,144,318
170,306,206,306,206,318,170,318
209,308,258,308,258,318,209,318
126,309,141,309,141,318,126,318
101,309,124,309,124,321,101,321
161,321,184,321,184,332,161,332
185,321,230,321,230,333,185,333
229,320,242,320,242,332,229,332
242,320,258,320,258,332,242,332
73,321,96,321,96,333,73,333
114,321,153,321,153,336,114,336
97,325,116,325,116,334,97,334
73,338,115,335,116,347,75,350
240,334,257,334,257,346,240,346
184,337,232,337,232,346,184,346
118,338,140,338,140,348,118,348
138,338,157,338,157,348,138,348
160,338,180,338,180,346,160,346
233,338,240,338,240,346,233,346
194,348,244,348,244,361,194,361
100,350,118,350,118,360,100,360
124,349,144,349,144,361,124,361
145,350,194,350,194,362,145,362
73,352,98,352,98,361,73,361
118,352,126,352,126,361,118,361
97,362,109,362,109,374,97,374
108,364,147,362,148,375,109,377
170,364,237,362,237,374,170,376
84,366,98,366,98,376,84,376
160,366,168,366,168,376,160,376
238,366,258,366,258,374,238,374
152,368,158,368,158,376,152,376
160,377,200,377,200,389,160,389
209,377,238,377,238,388,209,388
76,378,93,378,93,389,76,389
97,378,146,378,146,389,97,389
224,396,258,396,258,408,224,408
