168,35,201,41,198,56,165,50
20,93,202,101,201,120,19,112
54,116,89,116,89,132,54,132
95,116,163,122,162,140,93,134
101,148,176,151,175,165,100,162
182,153,198,153,198,165,182,165
107,162,179,168,178,185,105,179
105,178,130,178,130,192,105,192
134,178,150,178,150,192,134,192
152,180,169,180,169,193,152,193
170,180,194,182,193,195,169,193
124,191,164,194,163,208,123,206
105,196,124,196,124,205,105,205
164,196,172,196,172,206,164,206
169,197,197,195,198,207,171,210
105,209,152,209,152,220,105,220
154,209,196,211,195,222,154,221
104,220,138,220,138,233,104,233
140,225,165,225,165,234,140,234
181,224,196,224,196,236,181,236
164,225,180,225,180,237,164,237
18,232,46,232,46,244,18,244
46,233,64,233,64,245,46,245
76,236,93,236,93,246,76,246
96,234,125,234,125,248,96,248
68,237,74,237,74,245,68,245
130,236,178,236,178,249,130,249
180,237,194,237,194,250,180,250
20,248,48,248,48,258,20,258
56,248,72,248,72,260,56,260
32,251,130,248,131,271,33,274
132,252,176,255,175,267,131,264
181,256,194,256,194,264,181,264
12,258,34,258,34,272,12,272
88,261,108,261,108,276,88,276
108,264,159,262,160,277,109,278
162,269,190,269,190,278,162,278
10,273,41,273,41,286,10,286
66,274,78,274,78,288,66,288
41,276,66,276,66,289,41,289
80,276,129,279,129,290,79,288
130,277,145,277,145,290,130,290
148,280,164,280,164,290,148,290
164,281,190,281,190,292,164,292
12,284,40,287,39,300,11,298
41,290,70,290,70,301,41,301
70,290,98,290,98,302,70,302
97,290,110,290,110,302,97,302
134,293,169,293,169,305,134,305
112,293,134,293,134,305,112,305
170,297,189,297,189,306,170,306
10,302,24,302,24,313,10,313
33,304,82,304,82,316,33,316
25,305,32,305,32,316,25,316
89,305,136,305,136,321,89,321
136,305,149,305,149,318,136,318
173,308,189,308,189,320,173,320
150,309,173,309,173,321,150,321
34,316,68,316,68,329,34,329
10,318,32,318,32,328,10,328
109,318,133,318,133,332,109,332
136,320,149,320,149,333,136,333
84,322,105,322,105,330,84,330
176,322,192,322,192,334,176,334
150,324,173,324,173,336,150,336
9,330,60,333,59,344,8,341
61,331,95,332,94,345,60,343
106,336,168,336,168,348,106,348
168,336,189,336,189,349,168,349
8,342,24,342,24,356,8,356
22,344,34,344,34,356,22,356
62,345,92,345,92,358,62,358
36,348,62,348,62,357,36,357
94,348,105,348,105,358,94,358
105,348,142,348,142,360,105,360
144,349,162,349,162,361,144,361
162,349,178,349,178,362,162,362
178,350,192,350,192,362,178,362
8,357,36,357,36,370,8,370
73,361,82,361,82,373,73,373
82,360,100,360,100,373,82,373
37,362,58,362,58,373,37,373
58,362,72,362,72,372,58,372
102,362,152,364,151,376,102,373
25,372,42,372,42,385,25,385
46,372,93,374,93,387,46,385
96,374,164,376,163,390,95,388
169,381,188,381,188,390,169,390
153,396,188,396,188,409,153,409
