140,32,173,32,173,45,140,45
86,34,100,34,100,42,86,42
171,34,217,32,217,46,172,48
86,50,106,50,106,62,86,62
109,50,125,50,125,64,109,64
129,50,174,50,174,64,129,64
184,50,257,52,257,66,183,64
258,53,270,53,270,65,258,65
102,64,129,64,129,77,102,77
129,64,164,64,164,77,129,77
164,65,184,65,184,77,164,77
184,65,229,66,229,82,183,80
88,68,102,68,102,77,88,77
229,66,242,66,242,78,229,78
242,65,271,67,270,80,241,78
86,78,100,78,100,90,86,90
100,77,135,81,134,94,98,90
136,77,167,80,166,93,135,90
169,79,251,82,250,96,168,94
250,81,270,81,270,93,250,93
86,93,116,93,116,105,86,105
116,92,164,93,163,106,115,105
172,92,199,94,198,107,171,105
208,93,234,93,234,106,208,106
234,94,270,94,270,106,234,106
198,97,206,97,206,106,198,106
168,106,182,106,182,120,168,120
103,110,143,106,144,119,104,123
161,109,169,109,169,120,161,120
88,110,104,110,104,118,88,118
183,112,234,110,234,120,184,122
234,109,268,109,268,121,234,121
152,112,158,112,158,121,152,121
105,120,129,120,129,133,105,133
130,121,146,121,146,134,130,134
148,122,180,122,180,134,148,134
88,124,105,124,105,133,88,133
182,124,227,122,228,136,182,138
229,122,246,122,246,134,229,134
245,123,269,121,270,134,246,136
176,134,215,136,214,150,175,147
141,137,153,137,153,146,141,146
156,136,176,136,176,148,156,148
86,137,101,137,101,149,86,149
109,138,140,138,140,148,109,148
222,140,242,140,242,152,222,152
244,140,269,140,269,149,244,149
86,149,122,149,122,161,86,161
121,149,134,149,134,162,121,162
165,149,228,151,227,166,164,164
134,152,164,152,164,162,134,162
228,150,240,150,240,162,228,162
240,153,270,153,270,165,240,165
113,164,122,164,122,176,113,176
142,160,194,166,192,181,140,175
88,166,113,166,113,177,88,177
121,166,141,166,141,176,121,176
213,165,225,165,225,177,213,177
226,166,270,166,270,177,226,177
197,166,212,166,212,177,197,177
86,176,98,176,98,189,86,189
100,178,128,178,128,189,100,189
130,177,150,177,150,190,130,190
151,178,202,176,203,192,152,194
205,178,240,178,240,192,205,192
241,178,268,178,268,192,241,192
85,190,102,190,102,204,85,204
104,190,144,190,144,204,104,204
168,192,184,192,184,204,168,204
182,192,201,192,201,204,182,204
201,192,226,192,226,205,201,205
229,191,269,192,269,206,228,205
146,194,168,194,168,204,146,204
118,205,132,205,132,217,118,217
132,205,170,205,170,218,132,218
174,205,204,205,204,218,174,218
88,208,118,208,118,217,88,217
208,206,240,206,240,218,208,218
248,210,269,210,269,222,248,222
224,220,268,222,267,234,223,233
86,222,101,222,101,232,86,232
102,224,138,222,139,231,102,233
163,222,206,220,207,234,164,236
206,221,222,221,222,233,206,233
140,224,164,224,164,232,140,232
85,233,108,233,108,245,85,245
120,233,154,233,154,250,120,250
108,234,120,234,120,246,108,246
157,234,172,234,172,246,157,246
173,234,201,234,201,246,173,246
221,233,251,236,250,249,220,246
250,234,264,234,264,248,250,248
202,238,217,238,217,246,202,246
85,248,121,248,121,262,85,262
136,248,160,248,160,261,136,261
177,249,208,249,208,261,177,261
208,250,241,250,241,261,208,261
241,249,257,249,257,261,241,261
256,249,269,249,269,261,256,261
162,252,174,252,174,261,162,261
84,263,130,260,131,274,85,277
132,261,148,261,148,274,132,274
146,261,161,261,161,274,146,274
233,262,246,262,246,276,233,276
245,262,265,262,265,276,245,276
161,264,186,264,186,277,161,277
189,264,234,266,234,279,188,277
124,278,182,275,183,287,125,290
85,278,100,278,100,290,85,290
102,280,122,280,122,288,102,288
182,280,188,280,188,288,182,288
190,280,244,280,244,293,190,293
244,281,268,281,268,292,244,292
85,288,124,291,123,306,84,304
124,290,136,290,136,302,124,302
136,290,166,290,166,302,136,302
200,289,247,291,246,305,199,303
182,294,196,294,196,302,182,302
249,296,268,296,268,305,249,305
108,305,140,305,140,316,108,316
140,304,177,304,177,317,140,317
85,305,108,305,108,329,85,329
178,305,196,305,196,317,178,317
197,305,229,305,229,317,197,317
245,309,268,309,268,318,245,318
94,317,114,317,114,330,94,330
114,318,129,318,129,330,114,330
221,320,232,320,232,332,221,332
130,320,178,320,178,334,130,334
233,320,267,324,266,334,232,331
188,322,210,322,210,332,188,332
85,333,109,333,109,344,85,344
129,334,176,330,178,345,131,349
180,333,194,333,194,345,180,345
194,332,268,334,267,347,194,345
112,336,132,336,132,345,112,345
85,346,112,346,112,358,85,358
113,348,125,348,125,358,113,358
126,348,157,346,157,358,126,360
181,346,231,347,230,361,180,359
232,348,244,348,244,360,232,360
157,349,180,349,180,361,157,361
244,350,268,350,268,360,244,360
100,360,129,360,129,373,100,373
130,361,145,361,145,373,130,373
185,361,234,361,234,374,185,374
84,362,100,362,100,374,84,374
145,364,172,364,172,373,145,373
174,364,185,364,185,373,174,373
236,365,266,365,266,374,236,374
96,376,130,375,130,386,97,388
156,375,204,377,203,388,155,386
132,378,152,378,152,388,132,388
217,378,237,378,237,388,217,388
205,380,212,380,212,389,205,389
242,380,266,380,266,388,242,388
